9.69848,8.51464,7.79561
8.23795,8.35654,9.84282
9.96707,6.85671,8.95718
8.78748,7.15702,6.29765
8.89166,7.17819,9.08987
7.42392,8.6081,9.93892
9.38547,6.31832,6.64174
8.83057,9.59198,8.83373
6.47443,7.94211,7.0661
8.10646,7.57425,8.18964
7.21757,9.42041,7.77619
6.52496,8.08143,8.6112
6.17357,6.17766,6.16067
8.1034,7.53556,9.15129
8.27686,6.75785,7.65782
8.27559,8.94472,6.31365
7.25065,7.88058,6.95121
9.72581,7.55698,6.27614
7.05025,9.97969,9.82702
9.56908,9.64491,6.11489
6.13584,9.80114,8.52773
8.28584,8.76706,7.98862
9.06188,7.66618,7.19314
7.38112,6.52316,6.9994
9.77987,8.95243,9.84135
9.20021,6.03476,9.08239
9.46458,8.68746,7.02298
6.00015,6.21071,8.32923
6.96878,9.57535,8.16425
7.16651,9.80676,9.54459
9.38222,8.95323,9.30346
6.35512,6.39504,9.44605
6.77435,7.27492,8.10725
7.83864,7.36592,8.08904
7.87271,9.52146,8.13802
7.06224,9.52384,8.28596
6.62653,9.67684,9.26318
7.79247,6.63136,7.66843
6.18753,8.99833,7.47125
8.04803,6.33542,6.60214
6.62904,8.71356,9.52095
8.0201,9.64578,9.53821
8.63268,8.14751,7.45098
7.54971,7.09967,8.58723
7.91023,9.07499,8.74933
8.18678,9.49393,6.57208
7.06774,9.89496,8.52517
7.92338,6.32948,7.97972
9.22279,8.7498,9.12339
6.79854,9.21312,8.99702
8.05176,6.6502,8.01721
9.2178,6.66446,7.08308
8.09364,8.3571,8.35373
9.9941,9.65467,9.995
8.28333,8.10761,6.48485
7.47416,8.47165,9.75982
6.60061,9.40208,8.6413
7.74223,9.28203,7.72753
9.66763,8.67483,7.13133
6.19716,9.53012,7.21314
9.02699,6.91585,6.35945
7.77601,9.01559,6.32117
7.79147,6.76498,8.81002
8.89371,7.62141,9.0244
7.00152,6.82085,6.33929
6.47748,6.74117,8.5033
6.52873,6.04748,6.51918
6.20089,6.67002,8.17251
7.2873,6.43737,6.99797
9.41667,9.64868,9.78219
7.41217,6.28933,9.65882
7.42997,6.8398,8.2036
7.78358,9.14466,7.37797
9.12724,6.3468,9.26791
7.78421,8.91701,9.71254
8.28805,6.67078,9.6396
8.53761,7.88088,7.60694
6.65838,6.06502,7.34716
8.85721,9.33016,6.0928
8.73456,7.14846,7.5192
8.59095,6.63109,7.70888
9.16908,7.93399,7.06391
9.36145,6.62206,8.22726
9.10601,8.51741,8.52175
9.10723,9.60705,7.47858
6.29532,9.60273,8.28938
9.61438,7.48893,7.83028
6.41902,8.62443,8.65875
8.17997,9.56701,9.33177
8.16404,6.85371,7.86359
7.03321,7.45068,9.49337
9.392,6.42379,7.87501
7.58508,7.31717,7.07547
7.16754,6.54281,9.6404
6.51975,9.98835,8.9853
8.16134,6.87478,8.58964
8.16104,8.80381,9.43634
8.31425,6.01225,8.59589
6.33305,6.12349,6.01048
9.4933,7.82085,9.24859
5.33632,5.26525,3.16469
5.26836,3.38783,5.64922
5.64417,5.85039,5.96714
4.14586,4.01194,3.352
5.30307,4.2819,5.27994
5.38575,5.42423,5.73338
4.66936,3.68223,4.08247
4.94802,5.00378,3.63378
4.5046,3.53921,5.53366
5.31027,5.69678,4.90551
4.8295,5.67232,3.55808
3.53876,3.45623,4.33558
4.90362,3.66413,5.29766
3.00635,4.52344,3.76586
3.98462,3.11847,4.69499
3.70836,5.68531,5.22813
4.64831,4.04618,5.54076
3.20408,4.56291,4.91326
5.86599,5.05189,4.87931
3.46102,3.66861,4.84354
4.48758,5.91917,3.65382
4.95048,3.00768,4.44153
4.05382,4.46525,5.18208
5.96315,4.26015,5.99954
3.97848,3.73026,3.51648
4.30977,4.06122,3.93957
4.14586,3.87789,4.48048
4.73316,5.24087,3.3174
3.09818,3.05121,5.10465
4.25664,5.73066,4.27841
3.46677,4.17787,5.74938
3.0913,3.79716,5.4786
5.5428,3.08967,5.76599
3.93371,3.34279,5.31496
3.02108,5.73671,3.03145
3.20029,4.18623,5.14663
4.97311,3.54717,4.63928
3.08009,4.06402,4.38411
5.31507,5.89765,4.37695
3.81787,4.01777,3.56605
5.14267,4.3989,3.97451
3.00643,3.41179,3.84585
3.36954,5.86083,5.33314
3.74715,3.27161,4.35164
3.7099,4.7212,3.59078
5.57258,5.28827,4.36354
3.93501,5.06631,4.34187
3.19436,5.29257,3.33266
3.69009,3.34697,3.14213
3.50506,3.87058,5.38807
5.20145,3.75064,5.81482
3.64697,3.25641,4.01763
5.49712,4.55369,3.44983
4.6628,3.45128,5.82802
5.8055,5.74495,4.15048
3.83149,4.70913,3.93114
5.36389,5.11665,5.42064
5.93813,5.79716,4.64297
5.65459,3.49619,5.85644
3.02841,4.17939,3.03306
5.80557,5.51768,4.2988
4.65292,5.08237,5.33556
4.81439,4.68124,4.01574
5.16715,3.86063,5.37742
4.89657,4.92655,5.827
4.74112,5.8109,5.93482
3.73771,4.17843,4.90007
4.65455,3.16458,4.41768
5.90944,5.81222,5.6967
5.37364,5.47383,3.79356
3.76845,4.18379,3.48078
4.3068,3.54328,4.36593
5.93059,4.35923,3.26898
5.48805,5.14184,4.92955
4.20986,3.68611,5.16561
4.71314,5.8214,4.54957
4.43803,5.41533,3.68619
3.69475,4.53512,3.5699
5.65154,4.39321,5.00136
5.81191,3.72552,5.51775
4.5147,3.65714,3.40269
5.7381,4.84119,4.34652
5.05802,4.98789,5.7349
5.76967,4.69079,4.37514
4.27806,3.04565,4.95194
3.12014,5.30175,3.57108
3.74697,4.9192,5.65944
4.62375,5.6942,4.92757
5.51067,5.4539,4.91402
3.68951,3.89601,3.76217
5.50472,5.71413,3.20499
5.38898,5.05657,4.58441
5.43023,4.95848,4.50631
4.15059,5.536,5.15606
5.49198,5.23576,3.2455
5.96714,5.54015,4.04012
4.91206,5.19388,5.82353
4.66523,4.31219,5.06328
4.97533,4.04467,5.89245
5.37647,4.98006,3.87092
1.68369,1.93748,0.129915
2.80059,2.81676,2.26568
2.6707,2.53287,1.73331
1.8924,0.152729,1.98971
1.05606,1.20268,1.919
0.506731,0.44903,2.67786
1.74295,0.329196,2.91383
2.49225,0.100121,1.18499
1.99287,0.640361,0.462715
0.136823,2.97572,2.18584
2.38292,2.47119,0.0870451
1.53167,2.9279,0.111742
1.32631,0.833262,0.579503
0.115235,1.52678,0.888947
2.35489,1.60387,2.72948
0.686707,1.49751,1.8696
0.572863,0.394714,1.29725
1.1918,0.888297,1.87078
2.76012,2.83515,2.86818
0.687989,1.81873,0.129986
1.7262,1.55431,2.03048
1.54177,1.98203,2.13956
2.10853,0.498733,2.75993
0.73255,1.24397,2.28156
2.4014,1.75676,1.7329
1.43978,1.78746,0.431193
1.07991,0.436892,1.95424
1.0594,2.71094,2.04231
2.60869,2.33334,2.1456
0.711978,2.86965,0.492581
1.40566,2.18786,1.02082
1.31398,2.29056,0.676966
0.0994369,2.2517,1.22681
2.70468,0.781237,2.26808
2.07825,2.22564,1.30476
2.54374,2.82113,2.9731
0.647564,2.47041,2.42193
2.72261,1.79492,2.57021
2.82219,2.50533,1.05642
1.24779,1.39495,0.204018
0.954034,0.758115,2.18681
2.35687,0.713227,1.95074
0.534737,1.29452,0.767592
1.02421,2.75655,2.31057
2.99145,1.5463,1.57529
1.92959,1.33896,1.28359
0.872279,1.09627,0.060906
2.23506,1.47268,1.5129
1.16649,2.43148,1.29219
1.62466,0.954425,0.637407
1.95844,0.377562,1.94682
1.21482,0.699756,1.37684
1.16479,0.940594,1.16403
2.32706,2.22669,0.0439467
1.55058,1.50785,0.19324
1.93178,1.63718,2.3427
1.33688,2.27484,2.46725
2.66783,2.74259,1.06138
2.65892,0.189845,0.891645
2.24035,0.388177,2.56253
0.663466,1.53306,2.46421
2.29513,1.13989,0.57745
1.34058,1.7993,0.998911
1.0647,1.58686,1.96319
1.00261,0.0299368,2.85341
2.39928,2.51149,1.93822
2.12891,2.57377,2.06588
1.59693,1.82418,0.064387
0.637306,1.91332,1.96863
0.0185817,1.86932,0.642673
0.261377,2.43898,1.71924
1.33801,2.81482,1.92984
2.40735,2.07943,1.19287
2.64341,2.32377,1.77885
2.38828,2.49912,1.88313
0.501634,0.981497,2.57837
0.639593,0.595799,1.77598
1.76964,1.94092,2.09517
2.52912,2.02332,2.48099
0.265807,1.43142,2.49981
1.71717,0.611396,0.598222
2.3056,0.997701,1.45114
2.08836,0.673766,0.336707
0.725986,2.38705,2.78572
0.898163,1.80447,0.0167231
1.13935,0.859006,2.0085
1.44054,1.46035,1.845
2.49778,2.44986,2.99339
1.84862,2.68405,0.711585
0.267861,1.13836,2.81086
0.917131,0.338971,1.23773
0.507916,1.51931,0.199403
2.20337,1.5694,2.90003
0.368911,0.229337,0.24361
2.2956,0.51583,2.52591
1.61485,2.17678,2.38438
2.21646,0.655732,0.206031
2.96563,0.0589178,2.37984
0.239908,2.28197,0.159748
2.8029,1.02396,1.30766
